song,artist
The Scotts,THE SCOTTS
Tell Me U Luv Me,Juice WRLD
Up Up And Away,Juice WRLD
Fighting Demons,Juice WRLD
Does To Me,Luke Combs
Man Of The Year,Juice WRLD
Can't Die,Juice WRLD
Chicago Freestyle,Drake
Flex,Polo G
Screw Juice,Juice WRLD
Enjoy Yourself,Pop Smoke
The Adventures Of Moon Man & Slim Shady,Kid Cudi
I Want It,Juice WRLD
Gangstas,Pop Smoke
Let It Go,Summer Walker
My Affection,Summer Walker
Aim For The Moon,Pop Smoke
Beer Can't Fix,Thomas Rhett
Here And Now,Kenny Chesney
44 Bulldog,Pop Smoke
Gooba,6ix9ine
Dior,Pop Smoke
High Fashion,Roddy Ricch
Yea Yea,Pop Smoke
Make It Rain,Pop Smoke
Snitchin,Pop Smoke
Bad Bitch From Tokyo (Intro),Pop Smoke
Creature,Pop Smoke
West Coast Shit,Pop Smoke
P*$$y Fairy (OTW),Jhene Aiko
Wash Us In The Blood,Kanye West
Diana,Pop Smoke
Tunnel Vision (Outro),Pop Smoke
Trollz,6ix9ine
After A Few,Travis Denning
How You Like That,BLACKPINK
Yo Perreo Sola,Bad Bunny
In Between,Scotty McCreery
YaYa,6ix9ine
Memories,Maroon 5
Nobody But You,Blake Shelton Duet
Hot Girl Bummer,blackbear
Black Parade,Beyonce
Know My Rights,6LACK
Daisies,Katy Perry
Grace,Lil Baby
Believe It,PARTYNEXTDOOR
In Your Eyes,The Weeknd
Stick That In Your Country Song,Eric Church
My Truck,Breland
X,Jonas Brothers
Shotta Flow 5,NLE Choppa
I Hope You're Happy Now,Carly Pearce
Everything I Wanted,Billie Eilish
Snow On Tha Bluff,J. Cole
Bleed,A Boogie Wit da Hoodie
Tommy Lee,Tyla Yaweh
Level Of Concern,twenty one pilots
One Shot,YoungBoy Never Broke Again
Need Me,J.I The Prince Of N.Y
All In,Lil Baby
July,Noah Cyrus
Heartless,Diplo Presents Thomas Wesley
Ride It.,Regard
Otherside Of America,Meek Mill
Drinking Alone,Carrie Underwood
Deep End Freestyle,Sleepy Hallow
The Man Who Loves You The Most,Zac Brown Band
My Oh My,Camila Cabello
Dance Monkey,Tones And I
Out West,JACKBOYS
Sour Candy,Lady Gaga
Turks,NAV
Cooler Than A Bitch,Gunna
That Way,Lil Uzi Vert
Hard Days,Brantley Gilbert
Catch,Brett Young
Trillionaire,Future
Worldwide Beautiful,Kane Brown
Stupid Love,Lady Gaga
TKN,Rosalia
Godzilla,Eminem
T.D,Lil Yachty
Alice,Lady Gaga
Hasta Que Dios Diga,Anuel AA
Lose Somebody,Kygo
Sigues Con El,Arcangel
Solitaires,Future
RITMO (Bad Boys For Life),Black Eyed Peas
Sum 2 Prove,Lil Baby
Top Floor,Gunna
Wunna,Gunna
Blindfold,Gunna
SkyBox,Gunna
Argentina,Gunna
Met Gala,Gunna
Daechwita,Agust D
Nasty Girl / On Camera,Gunna
MOTW,Gunna
Gimmick,Gunna
Go Stupid,Polo G
Be Something,Polo G
Feigning,Gunna
Someone You Loved,Lewis Capaldi
Ballin',Mustard
Trapped In The Sun,Future
All Bad,Future
Hard To Choose One,Future
Ridin Strikers,Future
Hitek Tek,Future
Too Comfortable,Future
Posted With Demons,Future
Touch The Sky,Future
One Of My,Future
Harlem Shake,Future
Pain 1993,Drake
Don't Believe The Hype,Polo G
Beautiful Pain (Losin My Mind),Polo G
33,Polo G
I Know,Polo G
Me Vs Me,Moneybagg Yo
Heart On Ice,Rod Wave
Can I,Kehlani
Zoo York,Lil Tjay
Toxic,Kehlani
I'm Ready,Sam Smith
More Hearts Than Mine,Ingrid Andress
I Love Me,Demi Lovato
D4L,Future
Change Your Life,Kehlani
Desires,Drake
Jump,DaBaby
Six Feet Apart,Luke Combs
Viral Moment,Lil Durk
Homemade,Jake Owen
Time Flies,Drake
Slow Dance In A Parking Lot,Jordan Davis
You Should Be Sad,Halsey
Demons,Drake
Not You Too,Drake
Deep Pockets,Drake
When To Say When,Drake
Landed,Drake
From Florida With Love,Drake
Losses,Drake
War,Drake
Social Distancing,Lil Baby
Slide,H.E.R.
Low Down,Lil Baby
Humble,Lil Baby
Heatin Up,Lil Baby
Come Thru,Summer Walker
Find My Way,DaBaby
Roxanne,Arizona Zervas
Heartless,The Weeknd
HIGHEST IN THE ROOM,Travis Scott
"10,000 Hours",Dan + Shay
Goosebumps,Travis Scott
Sasuke,Lil Uzi Vert
Ain't Easy,YoungBoy Never Broke Again
Diamonds,YoungBoy Never Broke Again
Myron,Lil Uzi Vert
Captain Hook,Megan Thee Stallion
Bout My Business,YoungBoy Never Broke Again
Rough Ryder,YoungBoy Never Broke Again
Underdog,Alicia Keys
NASTY,DaBaby
PTSD,G Herbo
Thug Of Spades,YoungBoy Never Broke Again
Safaera,Bad Bunny
@ MEH,Playboi Carti
BOP,DaBaby
PICK UP,DaBaby
No Guidance,Chris Brown
LIGHTSKIN SH*T,DaBaby
BEST ON EARTH,Russ
CAN'T STOP,DaBaby
BLAME IT ON BABY,DaBaby
SAD SHIT,DaBaby
Tusa,Karol G
DROP,DaBaby
TALK ABOUT IT,DaBaby
CHAMPION,DaBaby
I Dare You,Kelly Clarkson
Broke In A Minute,Tory Lanez
Suicidal,YNW Melly
Stupid Again,Tory Lanez
Boyfriend,Selena Gomez
The Other Side,SZA
What She Wants Tonight,Luke Bryan
DND,Polo G
Ridin' Roads,Dustin Lynch
The Man,Taylor Swift
Oprah's Bank Account,Lil Yachty
P2,Lil Uzi Vert
Yummy,Justin Bieber
B.I.T.C.H.,Megan Thee Stallion
Boss Bitch,Doja Cat
Homesick,Kane Brown
Fuck The World,Rod Wave
Pray 4 Love,Rod Wave
Thief In The Night,Rod Wave
Tycoon,Future
I Remember,Rod Wave
The Greatest,Rod Wave
Ribbon In The Sky,Rod Wave
Last Time I Say Sorry,Kane Brown
After Hours,The Weeknd
Thug Life,Rod Wave
What A Man Gotta Do,Jonas Brothers
No Weakness,Rod Wave
Woah,Lil Baby
Loyal,PARTYNEXTDOOR
Know Your Worth,Khalid
Physical,Dua Lipa
Make No Sense,YoungBoy Never Broke Again
La Dificil,Bad Bunny
Si Veo A Tu Mama,Bad Bunny
Vete,Bad Bunny
Baby Pluto,Lil Uzi Vert
Into The Unknown,Idina Menzel
Alone Again,The Weeknd
Scared To Live,The Weeknd
Hardest To Love,The Weeknd
Too Late,The Weeknd
Snowchild,The Weeknd
Escape From LA,The Weeknd
Faith,The Weeknd
Lose You To Love Me,Selena Gomez
homecoming queen?,Kelsea Ballerini
Repeat After Me (Interlude),The Weeknd
Until I Bleed Out,The Weeknd
To Die For,Sam Smith
Bean (Kobe),Lil Uzi Vert
Lo Mein,Lil Uzi Vert
Yessirskiii,Lil Uzi Vert
The Other Girl,Kelsea Ballerini
Good As Hell,Lizzo
Lotus,Lil Uzi Vert
Silly Watch,Lil Uzi Vert
Wassup,Lil Uzi Vert
Strawberry Peels,Lil Uzi Vert
Moon Relate,Lil Uzi Vert
I Can Show You,Lil Uzi Vert
We Back,Jason Aldean
Trap This Way (This Way),Lil Uzi Vert
I Wish Grandpas Never Died,Riley Green
Leaders,Lil Uzi Vert
No Auto,Lil Uzi Vert
Homecoming,Lil Uzi Vert
Come This Way,Lil Uzi Vert
Got The Guap,Lil Uzi Vert
Money Spread,Lil Uzi Vert
Cardigan,Don Toliver
Futsal Shuffle 2020,Lil Uzi Vert
Prices,Lil Uzi Vert
POP,Lil Uzi Vert
Bigger Than Life,Lil Uzi Vert
Celebration Station,Lil Uzi Vert
You Better Move,Lil Uzi Vert
I'm Sorry,Lil Uzi Vert
Venetia,Lil Uzi Vert
Chrome Heart Tags,Lil Uzi Vert
Bust Me,Lil Uzi Vert
Happiness Over Everything (H.O.E.),Jhene Aiko
Commercial,Lil Baby
Juicy,Doja Cat
Secure The Bag,Lil Uzi Vert
Urgency,Lil Uzi Vert
Ignorantes,Bad Bunny
Triggered,Jhene Aiko
La Santa,Bad Bunny
None Of Your Concern,Jhene Aiko
SUGAR,BrockHampton
Live Off My Closet,Lil Baby
Senorita,Shawn Mendes
Bad Guy,Billie Eilish
Kinfolks,Sam Hunt
One Man Band,Old Dominion
Get Ugly,Lil Baby
No Sucker,Lil Baby
How,Lil Baby
Pero Ya No,Bad Bunny
Forever,Lil Baby
ON,BTS
Lil Top,YoungBoy Never Broke Again
Numbers,A Boogie Wit da Hoodie
Same Thing,Lil Baby
Make Me Want To,Jimmie Allen
Bichiyal,Bad Bunny
We Should,Lil Baby
Solia,Bad Bunny
No Time To Die,Billie Eilish
Esta Cabron Ser Yo,Bad Bunny
Can't Explain,Lil Baby
Trampoline,SHAED
Sucker,Jonas Brothers
I Don't Care,Ed Sheeran
Red Eye,YoungBoy Never Broke Again
Only Human,Jonas Brothers
Fine By Time,YoungBoy Never Broke Again
Bad Bad,YoungBoy Never Broke Again
Knocked Off,YoungBoy Never Broke Again
Forever,Justin Bieber
Dive Bar,Garth Brooks
RIP Lil Phat,YoungBoy Never Broke Again
TOES,DaBaby
My Time,BTS
Long RD,YoungBoy Never Broke Again
South Of The Border,Ed Sheeran
Filter,BTS
Bat Man,YoungBoy Never Broke Again
Shake The Room,Pop Smoke
Rare,Selena Gomez
Me And My Guitar,A Boogie Wit da Hoodie
Feel Me,Selena Gomez
Truth Hurts,Lizzo
g n f (Give No Fxk),Migos
Bandit,Juice WRLD
Might Not Give Up,A Boogie Wit da Hoodie
Thug Love,A Boogie Wit da Hoodie
Stain,A Boogie Wit da Hoodie
Yikes,Nicki Minaj
Come Around Me,Justin Bieber
King Of My City,A Boogie Wit da Hoodie
Cinderella Story,A Boogie Wit da Hoodie
Habitual,Justin Bieber
All Around Me,Justin Bieber
Hot,Young Thug
Even Though I'm Leaving,Luke Combs
Heartache Medication,Jon Pardi
I Do It,Lil Wayne
VIBEZ,DaBaby
Run,Joji
Rodeo,Lil Nas X
KEII,Anuel AA
No Idea,Don Toliver
Believe,Meek Mill
Start Wit Me,Roddy Ricch
Easy,DaniLeigh
No Judgement,Niall Horan
Jerry Sprunger,Tory Lanez
ORANGE SODA,Baby Keem
Only The Young,Taylor Swift
Anyone,Demi Lovato
Mahogany,Lil Wayne
Letter To Nipsey,Meek Mill
Good News,Mac Miller
Mama Mia,Lil Wayne
Funeral,Lil Wayne
Nice To Meet Ya,Meghan Trainor
Get Me,Justin Bieber
U Played,MoneyBagg Yo
Camelot,NLE Choppa
Panini,Lil Nas X
Graveyard,Halsey
Blue World,Mac Miller
Those Kinda Nights,Eminem
Darkness,Eminem
First Man,Camila Cabello
What If I Told You That I Love You,Ali Gatie
Unaccommodating,Eminem
You Gon' Learn,Eminem
Circles,Mac Miller
Black Swan,BTS
Leaving Heaven,Eminem
Complicated,Mac Miller
Hand Me Downs,Mac Miller
Premonition (Intro),Eminem
I Can See,Mac Miller
In Too Deep,Eminem
Woods,Mac Miller
Everybody,Mac Miller
Marsh,Eminem
No Regrets,Eminem
Lock It Up,Eminem
Surf,Mac Miller
Stepdad,Eminem
Take What You Want,Post Malone
That's On Me,Mac Miller
On Chill,Wale
Talk,Khalid
What If I Never Get Over You,Lady Antebellum
Lover,Taylor Swift
Playing Games,Summer Walker
Heat,Chris Brown
Remember You Young,Thomas Rhett
Tip Toe,Roddy Ricch
Eleven,Khalid
All Dat,Moneybagg Yo
Leave Em Alone,Layton Greene
Conversations In The Dark,John Legend
Protect da Brand,Moneybagg Yo
Look At Her Now.,Selena Gomez
Nice To Meet Ya,Niall Horan
Peta,Roddy Ricch
223's,YNW Melly
All I Want,Olivia Rodrigo
Beautiful People,Ed Sheeran
Old Town Road,Lil Nas X
Suge,DaBaby
GANG GANG,JACKBOYS
HAD ENOUGH,Don Toliver
Enemies,Post Malone
20/20,Lil Tjay
WHAT TO DO?,JACKBOYS
Ran$om,Lil Tecca
Baby,Lil Baby
GATTI,JACKBOYS
Slow Dancing In The Dark,Joji
Death,Trippie Redd
Yellow Hearts,Ant Saunders
Let Me Know (I Wonder Why Freestyle),Juice WRLD
Loco Contigo,DJ Snake
Candy,Doja Cat
China,Anuel AA
Jingle Bells,Frank Sinatra
Like It's Christmas,Jonas Brothers
Baby It's Cold Outside,Dean Martin
Happy Xmas (War Is Over),John Legend
Hate Me,Ellie Goulding
Baby Sitter,DaBaby
Lucid Dreams,Juice WRLD
Falling,Harry Styles
Lights Up,Harry Styles
Dirty Iyanna,YoungBoy Never Broke Again
Famous Hoes,NLE Choppa
Cherry,Harry Styles
Prayed For You,Matt Stell
She,Harry Styles
6 Kiss,Trippie Redd
Legends,Juice WRLD
Robbery,Juice WRLD
Christmas Tree Farm,Taylor Swift
Bad Vibes Forever,XXXTENTACION
Empty,Juice WRLD
Show Yourself,Idina Menzel
We Were,Keith Urban
Lord Above,Fat Joe
Big Stepper,Roddy Ricch
Cuban Links,Rod Wave
How Do You Sleep?,Sam Smith
Time,NF
All The Good Girls Go To Hell,Billie Eilish
Who Needs Love,Trippie Redd
Follow God,Kanye West
F.N,Lil Tjay
Into The Unknown,Panic! At The Disco
La Cancion,J Balvin
Goodbyes,Post Malone
One Thing Right,Marshmello
Love Me More,Trippie Redd
Lalala,Y2K
Hate Me,Trippie Redd
Reply,A Boogie Wit da Hoodie
Tip Of My Tongue,Kenny Chesney
Good Vibes,Chris Janson
Hot Girl Summer,Megan Thee Stallion
Lonely Child,YoungBoy Never Broke Again
Money In The Grave,Drake
Dancing With A Stranger,Sam Smith
The Take,Tory Lanez
Liar,Camila Cabello
Every Little Thing,Russell Dickerson
I Don't Know About You,Chris Lane
Stuck In A Dream,Lil Mosey
Beauty In The Benz,Tory Lanez
Up All Night,Khalid
Self Control,YoungBoy Never Broke Again
Hot Shower,Chance The Rapper
Hell Right,Blake Shelton
My Type,Saweetie
It All Comes Out In The Wash,Miranda Lambert
Hot Now,YoungBoy Never Broke Again
Show Me Love,Alicia Keys
Valentino,24kGoldn
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell
Living,Dierks Bentley
Somebody,Internet Money
Immortal,21 Savage
You Need To Calm Down,Taylor Swift
Cash Shit,Megan Thee Stallion
Closed On Sunday,Kanye West
In My Room,Frank Ocean
Love You Too Late,Cole Swindell
For My Daughter,Kane Brown
Selah,Kanye West
On God,Kanye West
Higher Love,Kygo
Big Boy Diamonds,Gucci Mane
Everything We Need,Kanye West
God Is,Kanye West
Use This Gospel,Kanye West
Every Hour,Kanye West
Water,Kanye West
Hands On,Kanye West
Jesus Is Lord,Kanye West
INTRO,DaBaby
Don't Call Me Angel (Charlie's Angels),Ariana Grande
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone
Wow.,Post Malone
The Git Up,Blanco Brown
Motivation,Normani
Make It Right,BTS
Rich As Hell,YoungBoy Never Broke Again
Otro Trago,Sech
In Control,YoungBoy Never Broke Again
Callaita,Bad Bunny
Carter Son,YoungBoy Never Broke Again
I'll Kill You,Summer Walker
DHL,Frank Ocean
Boyfriend,Ariana Grande
Wish Wish,DJ Khaled
Time I'm On,YoungBoy Never Broke Again
Saint-Tropez,Post Malone
Writing On The Wall,French Montana
Hollywood's Bleeding,Post Malone
Bad Bad Bad,Young Thug
If I Can't Have You,Shawn Mendes
The London,Young Thug
Stretch You Out,Summer Walker
Body,Summer Walker
Drunk Dialing...LODT,Summer Walker
Over It,Summer Walker
Southbound,Carrie Underwood
RAW SHIT,DaBaby
Potential,Summer Walker
Right Back,Khalid
Die For Me,Post Malone
POP STAR,DaBaby
No Me Conoce,Jhay Cortez
Without Me,Halsey
iPHONE,DaBaby
OFF THE RIP,DaBaby
GOSPEL,DaBaby
REALLY,DaBaby
XXL,DaBaby
PROLLY HEARD,DaBaby
Chicken Noodle Soup,j-hope
By My Lonely,Kevin Gates
On The Road,Post Malone
There He Go,DaBaby
The Ones That Didn't Make It Back Home,Justin Moore
Adicto,Tainy
Did It Again,Lil Tecca
Pop Out,Polo G
Beer Never Broke My Heart,Luke Combs
Speechless,Dan + Shay
Knockin' Boots,Luke Bryan
Behind Barz,Drake
A Thousand Bad Times,Post Malone
It's You,Ali Gatie
Slide Away,Miley Cyrus
Shameless,Camila Cabello
Queen Of Mean,Sarah Jeffery
Rearview Town,Jason Aldean
Staring At The Sun,Post Malone
I'm Gonna Be,Post Malone
Mood Swings,A Boogie Wit da Hoodie
All To Myself,Dan + Shay
Allergic,Post Malone
Press,Cardi B
"1, 2 Many",Luke Combs
"Hey Look Ma, I Made It",Panic! At The Disco
Myself,Post Malone
I Know,Post Malone
Internet,Post Malone
Buy My Own Drinks,Runaway June
Easier,5 Seconds Of Summer
Baguettes In The Face,Mustard
Go Loko,YG
Doin' Time,Lana Del Rey
7 Rings,Ariana Grande
Whiskey Glasses,Morgan Wallen
God's Country,Blake Shelton
Shotta Flow,NLE Choppa
ME!,Taylor Swift
Babushka Boi,A$AP Rocky
Cruel Summer,Taylor Swift
I Forgot That You Existed,Taylor Swift
Call You Mine,The Chainsmokers
Out Of Luck,Lil Tecca
Shots,Lil Tecca
Juice,Lizzo
Bezerk,Big Sean
God Only Knows,for KING
Love Me,Lil Tecca
Soltera,Lunay
The Archer,Taylor Swift
Paper Rings,Taylor Swift
Miss Americana & The Heartbreak Prince,Taylor Swift
I Think He Knows,Taylor Swift
Cornelia Street,Taylor Swift
London Boy,Taylor Swift
Soon You'll Get Better,Taylor Swift
Death By A Thousand Cuts,Taylor Swift
Afterglow,Taylor Swift
False God,Taylor Swift
Daylight,Taylor Swift
Raised On Country,Chris Young
It's Nice To Have A Friend,Taylor Swift
Never Really Over,Katy Perry
EARFQUAKE,Tyler The Creator
Clout,Offset
What's The Move,Young Thug
Just How It Is,Young Thug
Surf,Young Thug
Sup Mate,Young Thug
Won't Be Late,Swae Lee
Light It Up,Young Thug
Lil Baby,Young Thug
Mac 10,Trippie Redd
Some Of It,Eric Church
Ecstasy,Young Thug
Uno,Ambjaay
Daddy,Blueface
Takeaway,The Chainsmokers
Happier,Marshmello
Sweet But Psycho,Ava Max
Better,Khalid
Going Bad,Meek Mill
Talk You Out Of It,Florida Georgia Line
Gold Roses,Rick Ross
Just Us,DJ Khaled
Small Talk,Katy Perry
Night Falls,Dove Cameron
Snake Skin,Trippie Redd
24/7,Meek Mill
Love Ain't,Eli Young Band
Sanguine Paradise,Lil Uzi Vert
Tap,NAV
La La Land,Bryce Vine
Que Pretendes,J Balvin
Single Again,Big Sean
Worth It,YK Osiris
Shallow,Lady Gaga
Trust Issues,Drake
How About Now,Drake
The Motion,Drake
Dreams Money Can Buy,Drake
Club Paradise,Drake
Antisocial,Ed Sheeran
Fear Inoculum,Tool
Days In The East,Drake
Before I Let Go,Beyonce
High Hopes,Panic! At The Disco
Sicko Mode,Travis Scott
Cross Me,Ed Sheeran
Leave Me Alone,NF
The Search,NF
MEGATRON,Nicki Minaj
All Day Long,Chance The Rapper
Do You Remember,Chance The Rapper
Calma,Pedro Capo
Cool,Jonas Brothers
Nightmare,Halsey
Rumor,Lee Brice
Act Up,City Girls
GIRL,Maren Morris
Con Calma,Daddy Yankee
Middle Child,J. Cole
Brown Skin Girl,Beyonce
Under The Sun,Dreamville
Mood 4 Eva,Beyonce
Pure Water,Mustard
Remember The Name,Ed Sheeran
Walk Me Home,P!nk
Look What God Gave Her,Thomas Rhett
BLOW,Ed Sheeran
Like A Rodeo,Kane Brown
Spirit,Beyonce
Best Part Of Me,Ed Sheeran
Wake Up,Travis Scott
Eastside,benny blanco
Look Back At It,A Boogie Wit da Hoodie
Down Bad,Dreamville
Good As You,Kane Brown
Costa Rica,Dreamville
Out The Mud,Lil Baby
Girls Need Love,Summer Walker
Mother's Daughter,Miley Cyrus
Ocean Eyes,Billie Eilish
Don't Check On Me,Chris Brown
Homicide,Logic
Please Me,Cardi B
When I Grow Up,NF
Eyes On You,Chase Rice
Bacc At It Again,Yella Beezy
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
Here With Me,Marshmello
Love Someone,Brett Eldredge
Big Ole Freak,Megan Thee Stallion
You Stay,DJ Khaled
Baila Baila Baila,Ozuna
Omerta,Drake
Summer Days,Martin Garrix
When The Party's Over,Billie Eilish
Envy Me,Calboy
Miss Me More,Kelsea Ballerini
Sanctuary,Joji
Rescue Me,Marshmello
Te Robare,Nicky Jam
Racks In The Middle,Nipsey Hussle
Beautiful Crazy,Luke Combs
Close Friends,Lil Baby
Bury A Friend,Billie Eilish
Put A Date On It,Yo Gotti
Heaven,Avicii
Please Tell Me,Future
On My Way To You,Cody Johnson
Amor Genuino,Ozuna
XanaX Damage,Future
Government Official,Future
Murder On My Mind,YNW Melly
Isis,Joyner Lucas
Boy With Luv,BTS
Shut Up About Politics,John Rich
Under Enemy Arms,Trippie Redd
Night Shift,Jon Pardi
A Lot,21 Savage
Thotiana,Blueface
Higher,DJ Khaled
Who Do You Love,The Chainsmokers
Don't Call Me Up,Mabel
Earth,Lil Dicky
HP,Maluma
Mixed Personalities,YNW Melly
Paradise,Bazzi
Girls Like You,Maroon 5
I Think,Tyler The Creator
Celebrate,DJ Khaled
Jealous,DJ Khaled
Running Out Of Time,Tyler The Creator
Igor's Theme,Tyler The Creator
New Magic Wand,Tyler The Creator
A Boy Is A Gun,Tyler The Creator
What's Good,Tyler The Creator
Puppet,Tyler The Creator
Weather The Storm,DJ Khaled
Here Tonight,Brett Young
Be Alright,Dean Lewis
Drip Too Hard,Lil Baby
"Thank U, Next",Ariana Grande
Baby Shark,Pinkfong
Make It Sweet,Old Dominion
Shot Clock,Ella Mai
I'm So Tired...,Lauv
You Should See Me In A Crown,Billie Eilish
SOS,Avicii
Wish You Were Gay,Billie Eilish
That's A Rack,Lil Uzi Vert
Rule The World,2 Chainz
Die Young,Roddy Ricch
Close To Me,Ellie Goulding
You Say,Lauren Daigle
Swervin,A Boogie Wit da Hoodie
Power Is Power,SZA
Middle Child,PnB Rock
I've Been Waiting,Lil Peep
Secreto,Anuel AA
Faucet Failure,Ski Mask The Slump God
Youngblood,5 Seconds Of Summer
Floating,ScHoolboy Q
CHopstix,ScHoolboy Q + Travis Scott
Light It Up,Marshmello
Numb Numb Juice,ScHoolboy Q
Love Me Anyway,P!nk
Stop Snitching,YG
Kill This Love,BLACKPINK
Better Now,Post Malone
Bad Liar,Imagine Dragons
Slide,French Montana
Saturday Nights,Khalid
Pure Cocaine,Lil Baby
This Is It,Scotty McCreery
My Strange Addiction,Billie Eilish
Let Me Down Slowly,Alec Benjamin + Alessia Cara
Xanny,Billie Eilish
One That Got Away,Michael Ray
MIA,Bad Bunny
Tequila,Dan + Shay
Money,Cardi B
Blue On Black,Five Finger Death Punch
Double Up,Nipsey Hussle
Undrunk,FLETCHER
Last Time That I Checc'd,Nipsey Hussle
There Was This Girl,Riley Green
My Bad,Khalid
Outta My Head,Khalid
Monopoly,Ariana Grande
Don't Pretend,Khalid
Bad Luck,Khalid
Inmortal,Aventura
Dedication,Nipsey Hussle
Victory Lap,Nipsey Hussle
ZEZE,Kodak Black
I Love You,Billie Eilish
Ilomilo,Billie Eilish
Listen Before I Go,Billie Eilish
8,Billie Eilish
Twerk,City Girls
Lovely,Billie Eilish
I Can't Get Enough,benny blanco
Millionaire,Chris Stapleton
Girl Like You,Jason Aldean
I Like It,Cardi B
Taki Taki,DJ Snake
Down To The Honkytonk,Jake Owen
Price On My Head,NAV
Confessions Of A Dangerous Mind,Logic
Take It From Me,Jordan Davis
Splashin,Rich The Kid
I,Lil Skies
Hear Me Calling,Juice WRLD
Undecided,Chris Brown
Calling My Spirit,Kodak Black
Last Hurrah,Bebe Rexha
Love Wins,Carrie Underwood
Sally Walker,Iggy Azalea
Ella Quiere Beber,Anuel AA
Fast,Juice WRLD
Wake Up In The Sky,Gucci Mane
Maze,Juice WRLD
What Makes You Country,Luke Bryan
Flaws And Sins,Juice WRLD
Nights Like This,Kehlani
Always Remember Us This Way,Lady Gaga
Leave Me Alone,Flipp Dinero
Mo Bamba,Sheck Wes
Burn Out,Midland
Red Room,Offset
Whip,2 Chainz
Armed And Dangerous,Juice WRLD
Needy,Ariana Grande
Love Someone,Lukas Graham
Momma I Hit A Lick,2 Chainz
Backin' It Up,Pardison Fontaine
Legacy,Offset
I'll Never Love Again,Lady Gaga
How Did I Get Here,Offset
NASA,Ariana Grande
Outstanding,Gunna
Be Like Me,Lil Pump
3 Headed Snake,Gunna
Wit It,Gunna
This Feeling,The Chainsmokers
One Call,Gunna
Nothing Breaks Like A Heart,Mark Ronson
Imagine,Ariana Grande
Lick,Offset
Bad Idea,Ariana Grande
Speed It Up,Gunna
Bloodline,Ariana Grande
I Guess I Just Feel Like,John Mayer
Same Yung N***a,Gunna
Fake Smile,Ariana Grande
Lost In The Fire,Gesaffelstein
Ghostin,Ariana Grande
Sixteen,Thomas Rhett
In My Head,Ariana Grande
Body,Loud Luxury
365,Zedd
Yosemite,Travis Scott
Make Up,Ariana Grande
Good Girl,Dustin Lynch
Arms Around You,XXXTENTACION
Startender,A Boogie Wit da Hoodie
Uproar,Lil Wayne
Burning Man,Dierks Bentley
You,Jacquees
Ruin My Life,Zara Larsson
Talk To Me,Tory Lanez
Rainbow,Kacey Musgraves
Alone,Marshmello
Breathin,Ariana Grande
Trip,Ella Mai
Love Lies,Khalid
Beautiful,Bazzi
First Off,Future
Roses,benny blanco
Keanu Reeves,Logic
No Stylist,French Montana
Crushed Up,Future
Best Shot,Jimmie Allen
Sauce!,XXXTENTACION
BAD!,XXXTENTACION
Blue Tacoma,Russell Dickerson
Natural,Imagine Dragons
Jumpin On A Jet,Future
Never Stop,Future
Consequences,Camila Cabello
Temptation,Future
Rocket Ship,Future
F&N,Future
Electricity,Silk City
Face My Fears,Hikaru Utada
Call The Coroner,Future
She Got The Best Of Me ,Luke Combs
Fine China,Future
Nuketown,Ski Mask The Slump God
Space Cadet,Metro Boomin
Butterfly Doors,Lil Pump
Valuable Pain,YoungBoy Never Broke Again
Can't Leave Without It,21 Savage
Good Form,Nicki Minaj
idontwannabeyouanymore,Billie Eilish
